factor,ic_mean,ic_std,ic_ir,rank_ic_mean,rank_ic_std,rank_ic_ir,ic_win_rate,expr_key,expression,complexity,depth,non_null_ratio,operation,parents,mutation_op,first_generation,generation,fitness,monotonicity_score,top_bottom_spread
ga_g000_0057,0.06496006250321605,0.079879403123375,0.8132266887733776,0.03590629118324176,0.10499865440183594,0.34196906034458596,0.7072072072072072,delta[30](amount),delta[30](amount),2,2,0.9140027436678154,random_init,,,0,0,0.35210250964350065,0.5,0.021181516227337258
ga_g000_0003,0.02933092945856667,0.07280075734634206,0.4028931913307964,0.020491798197250794,0.09347914501785923,0.21921251198153158,0.6531531531531531,ts_rank[3](log_abs(low)),ts_rank[3](log_abs(low)),3,3,0.9916998472022396,random_init,,,0,0,0.27830217946978136,0.5,0.014456289390180663
ga_g000_0006,0.06537193320564724,0.09543971753341189,0.6849552250902419,0.0244814264444767,0.1366410274842406,0.17916600083602452,0.8063063063063063,returns,returns,1,1,0.9947937230233881,random_init,,,0,0,0.24937345116100548,0.0,0.013106082271903102
ga_g000_0030,0.06537193320564724,0.09543971753341189,0.6849552250902419,0.0244814264444767,0.1366410274842406,0.17916600083602452,0.8063063063063063,zscore_cs(returns),zscore_cs(returns),2,2,0.9947937230233881,random_init,,,0,0,0.24737345116100548,0.0,0.013106082271903102
ga_g000_0043,0.03783167916793851,0.10220397897336242,0.37015857452867507,0.024491226020420996,0.1367510033296726,0.17909357462905592,0.7027027027027027,rank(returns),rank(returns),2,2,0.9947937230233881,random_init,,,0,0,0.2269516538970642,0.0,0.013069380747171885
ga_g000_0023,0.022936515772667584,0.05627951027706526,0.4075464704605747,0.009500767558410976,0.07223327354629576,0.13152896292761454,0.6441441441441441,"delta[10](covariance[3](vwap,open))","delta[10](covariance[3](vwap,open))",4,3,0.9623024503407278,random_init,,,0,0,0.18055631717809775,0.0,0.007028079907928253
ga_g000_0016,-0.016028191405340852,0.05178649345149598,-0.3095052461961554,-0.015856334573511325,0.06482432262077575,-0.24460470904218098,0.4099099099099099,"ts_std[20](correlation[3](demean(low),open))","ts_std[20](correlation[3](demean(low),open))",5,4,0.9331414996486767,random_init,,,0,0,0.17405192636984884,0.0,-0.00490860493861435
ga_g000_0002,0.01753609727914443,0.0633421890696963,0.2768470357071054,0.004818161183188103,0.07176026757717092,0.0671424640105565,0.6081081081081081,ts_rank[5](volume),ts_rank[5](volume),2,2,0.9855277099296239,random_init,,,0,0,0.14414258899183002,0.0,0.003547519567819915
ga_g000_0053,0.00014606178971382676,0.027864551006148066,0.005241849749583243,-0.0020658510729114786,0.05097958730237721,-0.04052310311298159,0.38738738738738737,"safe_div(ts_mean[3](low),correlation[20](ts_mean[20](low),amount))","safe_div(ts_mean[3](low),correlation[20](ts_mean[20](low),amount))",7,4,0.8824081819297127,random_init,,,0,0,0.08102322792780163,0.0,0.0004304474400582403
ga_g001_0051,-0.11608873050068719,0.042161885760469815,-2.7534046071897897,-0.14600277293575734,0.0638871941250683,-2.285321415899657,0.0,ts_min[10](ts_min[20](open)),ts_min[10](ts_min[20](open)),3,3,0.912548376663209,crossover,ts_min[10](open)|ts_min[20](open),,1,1,1.085804915482199,0.5,-0.04515542181825037
ga_g001_0000,-0.10914813734825048,0.041122117558104535,-2.6542440863855528,-0.13916267742658353,0.062360614761976345,-2.2315796269448636,0.0,ts_min[20](open),ts_min[20](open),2,2,0.9397753761390123,random_init,,,0,1,1.0592627368977863,0.5,-0.04179265955073401
ga_g001_0001,-0.10143441822152544,0.04165610959496861,-2.435043003482425,-0.13256457999934135,0.06253410142110868,-2.1198766271005143,0.0,ts_min[10](open),ts_min[10](open),2,2,0.9702033213994936,random_init,,,0,1,1.0576373024598313,1.0,-0.03891322115334282
ga_g001_0002,0.14805559767205762,0.07316174506995408,2.023675043979518,0.15111908586663125,0.09980707994317685,1.5141118841736263,0.990990990990991,volume,volume,1,1,0.9979032132142179,random_init,,,0,1,1.0390729079443515,1.0,0.05272341290185362
ga_g001_0003,0.15243622104299717,0.07872329069116181,1.9363547903633433,0.15301256519616907,0.1027992397959074,1.4884600849184562,0.9819819819819819,ts_mean[3](log_abs(volume)),ts_mean[3](log_abs(volume)),3,3,0.9916998472022396,random_init,,,0,1,1.0246468480101323,1.0,0.05279408318051962
ga_g001_0004,0.13093498942290674,0.06799130282260857,1.9257608545098808,0.12360802731883971,0.07997682847919141,1.5455480002060895,0.9234234234234234,ts_std[10](rank(returns)),ts_std[10](rank(returns)),3,3,0.9671495968146686,random_init,,,0,1,1.0098783354366994,1.0,0.04408663586121478
ga_g001_0005,-0.09064448065231119,0.04310696505974409,-2.1027803865728543,-0.12305313049882356,0.06466333543941745,-1.9029814911745626,0.0045045045045045045,ts_min[3](vwap),ts_min[3](vwap),2,2,0.9916998472022396,random_init,,,0,1,0.9127329230272263,0.5,-0.035411421573072185
ga_g001_0029,-0.09064448065231119,0.04310696505974409,-2.1027803865728543,-0.12305313049882356,0.06466333543941745,-1.9029814911745626,0.0045045045045045045,"ts_min[3](min(vwap,amount))","ts_min[3](min(vwap,amount))",4,3,0.9916998472022396,crossover,"ts_min[3](vwap)|min(vwap,amount)",,1,1,0.9087329230272263,0.5,-0.035411421573072185
ga_g001_0006,-0.08879432278607886,0.043136789714139256,-2.0584360443719834,-0.1216946911884688,0.06479582589477255,-1.8781254734849613,0.0045045045045045045,low,low,1,1,0.9979032132142179,random_init,,,0,1,0.9035149859613232,0.5,-0.03484343667061848
ga_g001_0007,-0.08879432278607886,0.043136789714139256,-2.0584360443719834,-0.1216946911884688,0.06479582589477255,-1.8781254734849613,0.0045045045045045045,scale(low),scale(low),2,2,0.9979032132142179,random_init,,,0,1,0.9015149859613232,0.5,-0.03484343667061848
ga_g001_0016,-0.08675599444631588,0.043055959494635324,-2.0149590315627615,-0.11944953630409957,0.0644399034747746,-1.8536579023719182,0.013513513513513514,open,open,1,1,0.9979032132142179,random_init,,,0,1,0.8931924477324495,0.5,-0.03412999309410818
ga_g001_0018,-0.08675599444631586,0.043055959494635324,-2.014959031562761,-0.11944953630409957,0.0644399034747746,-1.8536579023719182,0.013513513513513514,zscore_cs(open),zscore_cs(open),2,2,0.9979032132142179,crossover+mutate,"covariance[60](log_abs(scale(amount)),rank(low))|zscore_cs(returns)",zscore_cs,1,1,0.8911924477324495,0.5,-0.03412999309410818
ga_g001_0052,-0.08480327191759525,0.04327340854874769,-1.9597086238784258,-0.11784377028777354,0.06500491460686904,-1.8128440134174262,0.013513513513513514,vwap,vwap,1,1,0.9979032132142179,random_init,,,0,1,0.8752923322904204,0.5,-0.03344351589410963
ga_g001_0031,-0.0844521279470593,0.04337277110623364,-1.947123178738322,-0.1176817686714828,0.0651779226646217,-1.805546477401925,0.018018018018018018,close,close,1,1,0.9979032132142179,random_init,,,0,1,0.8724684844527911,0.5,-0.03333910643683144
ga_g001_0010,-0.08480327191759525,0.04327340854874769,-1.9597086238784258,-0.11784377028777354,0.06500491460686904,-1.8128440134174262,0.013513513513513514,"min(vwap,amount)","min(vwap,amount)",3,2,0.9979032132142179,random_init,,,0,1,0.8712923322904204,0.5,-0.03344351589410963
ga_g001_0058,0.10622157155879695,0.08153633926088871,1.302751294964615,0.1316674076557013,0.10911739555602201,1.2066582691492291,0.8108108108108109,delay[20](volume),delay[20](volume),2,2,0.942913864444965,random_inject,,,1,1,0.8622193541549262,1.0,0.03983618011380072
ga_g001_0074,-0.08158328803054314,0.04341945849066348,-1.878956828724293,-0.11477891947661212,0.06511225908100818,-1.7627850898831834,0.02702702702702703,demean(high),demean(high),2,2,0.9979032132142179,random_inject,,,1,1,0.8521812327199139,0.5,-0.032277947602253984
ga_g001_0057,0.09884691455096586,0.058758336723758714,1.682261957408292,0.09919209777553305,0.08501491999837368,1.1667610553233547,0.7117117117117117,"covariance[60](log_abs(amount),rank(low))","covariance[60](log_abs(amount),rank(low))",5,3,0.8194778108653705,crossover,"covariance[60](log_abs(scale(amount)),rank(low))|amount",,1,1,0.7883931853588845,1.0,0.03465712736654107
ga_g001_0049,0.06351715953128544,0.04851919422579,1.3091140639248988,0.048992382169074554,0.03975671868184588,1.232304470626394,0.7342342342342343,"covariance[60](log_abs(scale(amount)),rank(volume))","covariance[60](log_abs(scale(amount)),rank(volume))",6,4,0.8194778108653705,crossover+mutate,"scale(low)|covariance[60](log_abs(scale(amount)),rank(low))",covariance,1,1,0.7710096544199421,1.0,0.02209601738657839
ga_g001_0020,0.12291015765177904,0.0827158979617741,1.4859314917741702,0.1072374075072108,0.10366776269864234,1.0344335086978318,0.7027027027027027,"ts_rank[60](mul(add(high,returns),close))","ts_rank[60](mul(add(high,returns),close))",6,4,0.8164910050077513,random_init,,,0,1,0.7416942429078747,1.0,0.041880573046118905
ga_g001_0046,0.09514651031214444,0.06998287786639398,1.3595684146312326,0.09043892063443353,0.09177586355130897,0.9854325215242676,0.7837837837837838,"rank(covariance[30](high,scale(volume)))","rank(covariance[30](high,scale(volume)))",5,4,0.9095303420662272,random_init,,,0,1,0.6668405318453168,0.5,0.030829201377810034
ga_g001_0015,0.07595833585557348,0.08566856077183173,0.8866535771259154,0.0856765855704928,0.10045054763451598,0.8529230311637777,0.7207207207207207,"covariance[30](amount,ts_rank[3](log_abs(low)))","covariance[30](amount,ts_rank[3](log_abs(low)))",5,4,0.9034942728722632,crossover,"covariance[30](amount,close)|ts_rank[3](log_abs(low))",,1,1,0.6475002163698667,1.0,0.02876438063603315
ga_g001_0064,0.0755948862850964,0.06790570880670327,1.113233152462641,0.09173284114377442,0.10378196244504599,0.8838996583086223,0.8108108108108109,"covariance[20](zscore_cs(low),low)","covariance[20](zscore_cs(low),low)",4,3,0.9397753761390123,random_inject,,,1,1,0.6312406492075507,0.5,0.030633401282502054
ga_g001_0039,0.08275177619187463,0.0782559472444392,1.05745031663079,0.08186559235900714,0.10269614166253142,0.7971632724822778,0.7657657657657657,"rank(covariance[30](amount,close))","rank(covariance[30](amount,close))",4,3,0.9095303420662272,crossover,"rank(covariance[30](high,scale(volume)))|covariance[30](amount,close)",,1,1,0.6276206449745644,1.0,0.028743290080544187
ga_g001_0053,0.07785152441952929,0.08069482838748097,0.9647647312130254,0.08011062481964144,0.10221746336504509,0.7837273806487021,0.7477477477477478,"covariance[30](amount,close)","covariance[30](amount,close)",3,2,0.9095303420662272,random_init,,,0,1,0.6185895105281304,1.0,0.02876939423025801
ga_g001_0054,0.07785152441952929,0.08069482838748099,0.9647647312130252,0.08011062481964144,0.10221746336504509,0.7837273806487021,0.7477477477477478,"scale(covariance[30](amount,close))","scale(covariance[30](amount,close))",4,3,0.9095303420662272,crossover,"scale(amount)|covariance[30](amount,close)",,1,1,0.6165895105281304,1.0,0.02876939423025801
ga_g001_0032,0.07265738844326973,0.08148511621875025,0.8916645372170531,0.07833666446133015,0.10260894008884254,0.7634487247748922,0.7252252252252253,"ts_min[3](covariance[30](amount,close))","ts_min[3](covariance[30](amount,close))",4,3,0.9034942728722632,crossover,"ts_min[3](vwap)|covariance[30](amount,close)",,1,1,0.6025122877824116,1.0,0.026422721184388098
ga_g001_0043,0.06830879607500807,0.06279258222268944,1.087848176600793,0.053942199378572316,0.08407967821071394,0.641560487938436,0.8063063063063063,ts_rank[10](high),ts_rank[10](high),2,2,0.9702033213994936,crossover+mutate,log_abs(delta[10](low))|ts_rank[10](zscore_cs(demean(open))),ts_rank,1,1,0.5611793675129707,1.0,0.02325148958678465
ga_g001_0008,0.09876324045927785,0.07848760593448731,1.2583291244953296,0.0709708021485389,0.11032383941610764,0.643295252632197,0.9144144144144144,amount,amount,1,1,0.9979032132142179,random_init,,,0,1,0.540809856868948,0.5,0.029066415481541735
ga_g001_0038,0.08459862300560081,0.0827460515607632,1.0223886386104744,0.07107720517319949,0.11026823994971878,0.6445845622058535,0.8288288288288288,rank(amount),rank(amount),2,2,0.9979032132142179,random_init,,,0,1,0.5224796993326439,0.5,0.029066415481541735
ga_g001_0042,0.05861707043562003,0.07738793088613759,0.7574446010433398,0.06285250175524841,0.10392612373370841,0.6047805835258168,0.5765765765765766,"max(ts_std[20](zscore_cs(amount)),mul(ts_min[60](-1),low))","max(ts_std[20](zscore_cs(amount)),mul(ts_min[60](-1),low))",8,4,0.8358372090429503,crossover,"max(ts_std[20](open),mul(ts_min[60](-1),low))|zscore_cs(amount)",,1,1,0.43698416382252125,0.5,0.023599832255003617
ga_g001_0056,0.04557748135144743,0.062222240416697494,0.7324950218156496,0.04259314962908957,0.07768586816174816,0.5482741023168749,0.7612612612612613,log_abs(delta[10](low)),log_abs(delta[10](low)),3,3,0.9685102776011867,random_init,,,0,1,0.3949533823869537,0.0,0.016872305894704162
ga_g001_0070,0.058543351303034584,0.06486210378565195,0.902581752459051,0.037155765698881175,0.09227977638514025,0.4026425632395046,0.7927927927927928,ts_std[5](open),ts_std[5](open),2,2,0.9855277099296239,random_inject,,,1,1,0.38406862748871573,0.5,0.016871900702565584
ga_g001_0060,0.027648739286743378,0.04788805754473721,0.5773618873748182,0.020412496674388166,0.06682047520108036,0.30548266250668826,0.7117117117117117,"zscore_cs(correlation[5](volume,vwap))","zscore_cs(correlation[5](volume,vwap))",4,3,0.9855277099296239,random_inject,,,1,1,0.37180939451361505,1.0,0.011273726746285101
ga_g001_0036,0.04146416776981038,0.06405781571609731,0.6472928760727429,0.041204542587055304,0.08392719335267662,0.49095580277427686,0.5495495495495496,"max(ts_std[20](open),mul(ts_min[60](-1),low))","max(ts_std[20](open),mul(ts_min[60](-1),low))",7,4,0.8358372090429503,random_init,,,0,1,0.3636674307327011,0.5,0.01375971546215396
ga_g001_0024,0.06496006250321605,0.079879403123375,0.8132266887733776,0.03590629118324176,0.10499865440183594,0.34196906034458596,0.7072072072072072,delta[30](amount),delta[30](amount),2,2,0.9140027436678154,random_init,,,0,1,0.35321675923722323,0.5,0.021181516227337258
ga_g001_0026,0.0027208298027855135,0.03648552086633883,0.07457286447281403,-0.01971108530730041,0.042171196858169564,-0.46740635257739677,0.32432432432432434,"covariance[60](log_abs(scale(amount)),rank(ts_min[20](open)))","covariance[60](log_abs(scale(amount)),rank(ts_min[20](open)))",7,4,0.7629827907339871,crossover,"covariance[60](log_abs(scale(amount)),rank(low))|ts_min[20](open)",,1,1,0.306260207874981,0.5,-0.0020762794961443065
ga_g001_0048,0.02933092945856667,0.07280075734634206,0.4028931913307964,0.020491798197250794,0.09347914501785923,0.21921251198153158,0.6531531531531531,ts_rank[3](low),ts_rank[3](low),2,2,0.9916998472022396,mutate,"min(vwap,amount)",ts_rank,1,1,0.2803730874361862,0.5,0.014456289390180663
ga_g001_0040,0.02933092945856667,0.07280075734634206,0.4028931913307964,0.020491798197250794,0.09347914501785923,0.21921251198153158,0.6531531531531531,ts_rank[3](log_abs(low)),ts_rank[3](log_abs(low)),3,3,0.9916998472022396,random_init,,,0,1,0.2783730874361862,0.5,0.014456289390180663
ga_g001_0009,0.029148138002059544,0.07245285888959527,0.40230487034991824,0.020491798197250794,0.09347914501785923,0.21921251198153158,0.6666666666666666,rank(ts_rank[3](log_abs(low))),rank(ts_rank[3](log_abs(low))),4,4,0.9916998472022396,crossover,rank(returns)|ts_rank[3](log_abs(low)),,1,1,0.2781553416430489,0.5,0.014456289390180663
ga_g001_0035,0.06537193320564724,0.09543971753341189,0.6849552250902419,0.0244814264444767,0.1366410274842406,0.17916600083602452,0.8063063063063063,returns,returns,1,1,0.9947937230233881,random_init,,,0,1,0.2516634301999829,0.0,0.013106082271903102
ga_g001_0023,-0.01787299372791986,0.06012194108966845,-0.2972790532704742,-0.021034864324540676,0.07506871649689842,-0.2802081253834913,0.3738738738738739,"ts_std[30](correlation[3](demean(low),open))","ts_std[30](correlation[3](demean(low),open))",5,4,0.9026577887821909,crossover+mutate,"zscore_cs(correlation[30](low,max(open,-0.5)))|ts_std[20](correlation[3](demean(low),open))",ts_std,1,1,0.2339439800879895,0.5,-0.005187412552470669
ga_g001_0075,0.04039528079391297,0.07763787512120203,0.520303791556004,0.01987057531432339,0.09909218229279568,0.20052616517830033,0.6801801801801802,demean(delta[20](volume)),demean(delta[20](volume)),3,3,0.9414661893130792,random_inject,,,1,1,0.22390688747691948,0.0,0.01310857500172248
ga_g001_0022,0.022936515772667584,0.05627951027706526,0.4075464704605747,0.009500767558410976,0.07223327354629576,0.13152896292761454,0.6441441441441441,"delta[10](covariance[3](vwap,open))","delta[10](covariance[3](vwap,open))",4,3,0.9623024503407278,random_init,,,0,1,0.18040378806773313,0.0,0.007028079907928253
ga_g001_0012,-0.016028191405340852,0.05178649345149598,-0.3095052461961554,-0.015856334573511325,0.06482432262077575,-0.24460470904218098,0.4099099099099099,"ts_std[20](correlation[3](demean(low),open))","ts_std[20](correlation[3](demean(low),open))",5,4,0.9331414996486767,random_init,,,0,1,0.17301075700006718,0.0,-0.00490860493861435
ga_g001_0025,0.022249640073682117,0.06450638901149079,0.34492149405105743,0.007741891373755001,0.07389273534088292,0.10477202309591069,0.6396396396396397,ts_rank[5](amount),ts_rank[5](amount),2,2,0.9855277099296239,mutate,ts_rank[5](volume),ts_rank,1,1,0.1682203237537476,0.0,0.005923242843152626
ga_g001_0047,-0.010291617254424122,0.026652670009806347,-0.3861383212502731,-0.004378641389546896,0.030255122030401187,-0.14472397054446237,0.3333333333333333,"ts_std[20](correlation[3](demean(low),zscore_cs(amount)))","ts_std[20](correlation[3](demean(low),zscore_cs(amount)))",6,4,0.9337103088299261,crossover,"ts_std[20](correlation[3](demean(low),open))|zscore_cs(amount)",,1,1,0.16357323001734964,0.5,-0.0028085858169269867
ga_g001_0014,0.01753609727914443,0.0633421890696963,0.2768470357071054,0.004818161183188103,0.07176026757717092,0.0671424640105565,0.6081081081081081,ts_rank[5](volume),ts_rank[5](volume),2,2,0.9855277099296239,random_init,,,0,1,0.14410937400001106,0.0,0.003547519567819915
ga_g001_0037,0.0189081082199024,0.06477551213561328,0.291902103071244,0.004944769118836053,0.08176324466993082,0.06047667431493869,0.5765765765765766,"delta[10](covariance[10](vwap,open))","delta[10](covariance[10](vwap,open))",4,3,0.9397753761390123,crossover+mutate,"returns|delta[10](covariance[3](vwap,open))",delta,1,1,0.13355135217107084,0.0,0.004951552243746632
ga_g001_0021,0.00014606178971382676,0.027864551006148066,0.005241849749583243,-0.0020658510729114786,0.05097958730237721,-0.04052310311298159,0.38738738738738737,"safe_div(ts_mean[3](low),correlation[20](ts_mean[20](low),amount))","safe_div(ts_mean[3](low),correlation[20](ts_mean[20](low),amount))",7,4,0.8824081819297127,random_init,,,0,1,0.08098038111069646,0.0,0.0004304474400582403
ga_g002_0045,-0.1284650861222206,0.04603037340637561,-2.7908764716739634,-0.14603321678196077,0.0638550665503711,-2.286948000700378,0.0045045045045045045,rank(ts_min[10](ts_min[20](open))),rank(ts_min[10](ts_min[20](open))),4,4,0.912548376663209,crossover,rank(amount)|ts_min[10](ts_min[20](open)),,2,2,1.0862637502807793,0.5,-0.04515542181825037
ga_g002_0000,-0.11608873050068719,0.042161885760469815,-2.7534046071897897,-0.14600277293575734,0.0638871941250683,-2.285321415899657,0.0,ts_min[10](ts_min[20](open)),ts_min[10](ts_min[20](open)),3,3,0.912548376663209,crossover,ts_min[10](open)|ts_min[20](open),,1,2,1.085696652895925,0.5,-0.04515542181825037
ga_g002_0001,-0.10914813734825048,0.041122117558104535,-2.6542440863855528,-0.13916267742658353,0.062360614761976345,-2.2315796269448636,0.0,ts_min[20](open),ts_min[20](open),2,2,0.9397753761390123,random_init,,,0,2,1.0592045514637674,0.5,-0.04179265955073401
ga_g002_0002,-0.10143441822152544,0.04165610959496861,-2.435043003482425,-0.13256457999934135,0.06253410142110868,-2.1198766271005143,0.0,ts_min[10](open),ts_min[10](open),2,2,0.9702033213994936,random_init,,,0,2,1.0575738006898494,1.0,-0.03891322115334282
ga_g002_0039,-0.10016506776377891,0.04169956576731853,-2.4020650076476797,-0.1267815584690316,0.05687509205770076,-2.229122694701039,0.02702702702702703,delay[20](high),delay[20](high),2,2,0.942913864444965,mutate,delay[20](volume),delay,2,2,1.0510597546047942,0.5,-0.03999298203793654
ga_g002_0003,0.14805559767205762,0.07316174506995408,2.023675043979518,0.15111908586663125,0.09980707994317685,1.5141118841736263,0.990990990990991,volume,volume,1,1,0.9979032132142179,random_init,,,0,2,1.0391145780311202,1.0,0.05272341290185362
