factor,date,quantile,ret
ga_final_0001,2026-03-31,Q2,0.014472503523781865
ga_final_0001,2026-03-31,Q3,0.019278195835935263
ga_final_0001,2026-03-31,Q4,0.01745329332918639
ga_final_0001,2026-03-31,Q5,0.018381068071321508
ga_final_0001,2026-04-01,Q1,-0.009320117227232489
ga_final_0001,2026-04-01,Q2,-0.01085155007606342
ga_final_0001,2026-04-01,Q3,-0.005540402748992435
ga_final_0001,2026-04-01,Q4,-0.011821943206491051
ga_final_0001,2026-04-01,Q5,-0.009125781227939075
ga_final_0001,2026-04-02,Q1,-0.016056073436505853
ga_final_0001,2026-04-02,Q2,-0.012047324478853145
ga_final_0001,2026-04-02,Q3,-0.009539052602266436
ga_final_0001,2026-04-02,Q4,-0.010649558996516015
ga_final_0001,2026-04-02,Q5,-0.007644868542855216
ga_final_0001,2026-04-03,Q1,-8.432521481685681e-05
ga_final_0001,2026-04-03,Q2,0.0035067352581119406
ga_final_0001,2026-04-03,Q3,0.0012693385425574855
ga_final_0001,2026-04-03,Q4,0.0013217196978691005
ga_final_0001,2026-04-03,Q5,0.0013364097353750714
ga_final_0001,2026-04-07,Q1,0.030447225751590826
ga_final_0001,2026-04-07,Q2,0.028462666653006268
ga_final_0001,2026-04-07,Q3,0.02614744459481421
ga_final_0001,2026-04-07,Q4,0.03916610714261297
ga_final_0001,2026-04-07,Q5,0.035820731767070034
ga_final_0001,2026-04-08,Q1,-0.014183386955048727
ga_final_0001,2026-04-08,Q2,-0.012957836728512273
ga_final_0001,2026-04-08,Q3,-0.008463664059633611
ga_final_0001,2026-04-08,Q4,-0.002535850721005904
ga_final_0001,2026-04-08,Q5,-0.00777712293748895
ga_final_0001,2026-04-09,Q1,0.010098469317963146
ga_final_0001,2026-04-09,Q2,0.007018754411984464
ga_final_0001,2026-04-09,Q3,0.004445401036615597
ga_final_0001,2026-04-09,Q4,0.017415144241947546
ga_final_0001,2026-04-09,Q5,0.013039770280282787
ga_final_0001,2026-04-10,Q1,0.0019872240265640423
ga_final_0001,2026-04-10,Q2,0.0002495998635703563
ga_final_0001,2026-04-10,Q3,9.720110475200383e-05
ga_final_0001,2026-04-10,Q4,0.003548567733646818
ga_final_0001,2026-04-10,Q5,0.0014424908357134798
